1020427840,20000000
1041203680,20125000
1041442720,20234375
1041681760,20330078
1041920800,20413818
1042159840,20612090
1061975200,23160578
1062214240,22890505
1062453280,22654191
1062692320,22447417
1062931360,22266489
1063170400,22233177
1063409440,22079029
1082746720,24319150
1082985760,23904256
1083224800,23541224
1083463840,23223571
1083702880,22945624
1083941920,22702421
1084180960,22614618
1084420000,22537790
1084659040,22345566
1084898080,22177370
1085137120,22155198
1103637760,22010798
1103876800,21884448
1104115840,21898892
1104354880,21786530
1104593920,21688213
1104832960,21602186
1105072000,21651912
1105311040,21695423
1105550080,21733495
1105789120,21641808
1106028160,21686582
1106506240,21725759
1106984320,21760039
1107462400,21915034
1107940480,22050654
1108418560,22169322
1124409280,24273156
1124648320,23864011
1124887360,23506009
1125126400,23317757
1125365440,23028037
1125604480,22774532
1125843520,22552715
1126082560,22483625
1126321600,22423171
1126560640,22370274
1126799680,22198989
1127038720,22174115
1127277760,22152350
1127516800,22133306
1127755840,22116642
1127994880,22102061
1128233920,22089303
1128472960,22078140
1128712000,22068372
1128951040,22059825
1129190080,22052346
1129429120,22045802
1129668160,22040076
1129907200,21910066
1145180800,23796307
1145419840,23446768
1145658880,23140922
1145897920,22873306
1146136960,22764142
1146376000,22543624
1146734560,22350671
1147212640,22306837
1147571200,22268482
1148049280,22359921
1148407840,22439930
1148885920,22384938
1149244480,22461820
1149722560,22529092
1150081120,22712955
1150559200,22873835
1150917760,23014605
1151395840,23137779
1151873920,23245556
1152232480,23464861
1152471520,23656753
1152710560,23824658
1152949600,23971575
1153188640,24225128
1153427680,24446987
1153666720,24516113
1153905760,24576598
1154144800,24754523
1154383840,24910207
1154622880,25046431
1154861920,25165627
1155100960,25269923
1155340000,25361182
1155579040,25441034
1155818080,25510904
1156057120,25697041
1165952320,26984910
1166191360,26236796
1166430400,25582196
1166669440,25009421
1166908480,24508243
1167147520,24194712
1167386560,23920373
1167625600,23555326
1167864640,23235910
1168103680,23081421
1168342720,22946243
1168581760,22702962
1168820800,22490091
1169059840,22428829
1169298880,22250225
1169537920,22093946
1169776960,21957202
1170016000,21962551
1170255040,21967232
1170494080,21846328
